area,bbox,com,perimeter,centroid,cm_11,cm_20,cm_02,orientation,class
1052,"[[394, 272], [438, 319]]","[0.7288732394366197, 0.37890625]",134.0,"[0.43867765103506545, 0.40207145120405574]",290563.47623239417,517440.8603947639,504354.1683959961,0.774140313106607,mod
3456,"[[426, 53], [534, 114]]","[0.8573943661971831, 0.10546875]",400.0,"[0.5581119393476045, 0.45831466547192357]",6061159.897502205,15637457.264878025,3383707.537109375,0.39000322749096983,mod
2570,"[[438, 399], [528, 474]]","[0.8609154929577465, 0.5651041666666666]",366.0,"[0.5605336297943302, 0.45953307392996107]",5297519.35641322,8015774.553393426,3964101.7316216547,0.6027715575213629,mod
827,"[[447, 169], [485, 201]]","[0.8151408450704225, 0.23828125]",123.0,"[0.4088301863392553, 0.42702722509252133]",153812.0025376872,258260.60958577134,217753.095993042,0.7199354632301858,mod
275,"[[447, 538], [467, 562]]","[0.8045774647887324, 0.7161458333333334]",79.0,"[0.4933333333333333, 0.4939636363636364]",36750.80902013645,32380.537452266406,48682.97533501521,-0.6762663177785986,mod
667,"[[448, 263], [486, 286]]","[0.8257042253521126, 0.3580729166666667]",97.0,"[0.5279667858378503, 0.5089955022488756]",154398.59530195498,319800.3085790268,116074.36396450434,0.4938021280795861,mod
610,"[[482, 187], [505, 219]]","[0.8697183098591549, 0.265625]",97.0,"[0.49330601092896176, 0.5063586686537507]",100937.53906250001,95081.19879488219,213239.00830078125,-0.5206272864960888,mod
959,"[[502, 649], [544, 701]]","[0.9225352112676056, 0.87890625]",186.0,"[0.5092999005747266, 0.487201684144254]",475375.04976342403,513772.00828208757,811591.0937347412,-0.6336157854372498,mod
429,"[[538, 468], [560, 493]]","[0.9665492957746479, 0.6276041666666666]",85.0,"[0.47897030505726157, 0.5251031020261789]",56860.099329702156,55888.955381496715,92892.222310384,-0.6281064537069628,mod
625,"[[0, 8], [31, 35]]","[0.02464788732394366, 0.026041666666666668]",106.0,"[0.4403, 0.42737142857142857]",93363.73670407866,169442.28110741955,117041.89260525125,0.6486040993989914,para
27756,"[[0, 424], [173, 761]]","[0.13732394366197184, 0.7916666666666666]",1558.0,"[0.4489146822443663, 0.5413763195827741]",459617181.8211565,209962338.91015404,1173585896.6267843,-0.3809135474697146,para
352,"[[39, 9], [53, 37]]","[0.08098591549295775, 0.028645833333333332]",74.0,"[0.48219696969696973, 0.46385188087774293]",34103.4160064554,23087.92838722476,84564.0128038194,-0.4186266048753196,para
325,"[[60, 215], [84, 246]]","[0.12852112676056338, 0.3072916666666667]",215.0,"[0.4407578947368421, 0.3671052631578947]",62692.24692818374,81448.48674308212,99065.47837999128,-0.7156031763844377,para
2443,"[[90, 356], [155, 423]]","[0.2130281690140845, 0.51171875]",220.0,"[0.4662548530743373, 0.5370265584743926]",3091876.4384421785,2908298.8024046845,3826730.784713745,-0.7116754008830892,para
424,"[[96, 7], [120, 28]]","[0.19014084507042253, 0.0234375]",69.0,"[0.46169811320754717, 0.49442538593481994]",53209.256822183124,70832.23050981954,62812.04541015625,0.7477869810639424,para
8486,"[[218, 676], [368, 761]]","[0.5123239436619719, 0.9440104166666666]",726.0,"[0.48324581223217766, 0.5716238030095759]",30757817.101663362,55838377.29097648,24173785.101813205,0.5477129638595043,para
598,"[[258, 717], [288, 756]]","[0.48063380281690143, 0.9635416666666666]",262.0,"[0.48497638428298667, 0.40658099688473526]",132589.91536458337,208668.15275366954,249932.36376953224,-0.7082129742721708,para
37193,"[[96, 1], [481, 192]]","[0.5316901408450704, 0.11979166666666667]",2567.0,"[0.5446205967614929, 0.5001013382156057]",798175279.072907,2177981628.3971677,496801658.8374145,0.37976091432548387,para
328,"[[299, 621], [335, 653]]","[0.5598591549295775, 0.8346354166666666]",119.0,"[0.5242424242424243, 0.5875114784205693]",128251.72165676343,150921.11904879977,128685.88858032209,0.7421632952434769,para
538,"[[359, 362], [387, 391]]","[0.6566901408450704, 0.4908854166666667]",94.0,"[0.46583771311370337, 0.4960346964064436]",118292.21299607538,120326.36027697893,141511.5837571885,-0.7407441892177609,para
264,"[[361, 501], [387, 538]]","[0.6549295774647887, 0.6744791666666666]",233.0,"[0.501652571206377, 0.498756734355574]",167964.81066607987,178738.79041856757,342556.99442545517,-0.5585361663002777,para
199017,"[[0, 0], [561, 761]]","[0.4788732394366197, 0.5286458333333334]",12239.0,"[0.5279153106150656, 0.4540298146236408]",20464914937.7233,24279366848.31695,33802639231.752888,-0.6710952911287998,para
221,"[[476, 48], [495, 71]]","[0.8538732394366197, 0.07421875]",102.0,"[0.45610859728506786, 0.3942307692307692]",16246.931578730193,20578.31409008628,27019.834548950195,-0.6875477553624367,para
4412,"[[480, 131], [561, 211]]","[0.9154929577464789, 0.22005208333333334]",510.0,"[0.5122334713913177, 0.5327776113939636]",3936143.791611653,5394989.319381084,6330897.062855995,-0.7262326801003662,para
131965,"[[0, 1], [561, 658]]","[0.6126760563380281, 0.4440104166666667]",11023.0,"[0.5461625050627348, 0.47024156915235893]",17845994046.517403,23400063077.534138,24181855826.432953,-0.7744479782546191,para
238,"[[104, 710], [128, 739]]","[0.2007042253521127, 0.9453125]",138.0,"[0.40806722689075625, 0.5176470588235295]",37211.13374779931,31822.967441975787,65236.93054199219,-0.5743962980657402,cyl
4925,"[[112, 283], [192, 376]]","[0.2676056338028169, 0.4322916666666667]",319.0,"[0.49485492260449965, 0.5172826439140296]",9749236.917473588,9570248.636580018,13699581.406385856,-0.6810512891522564,cyl
594,"[[168, 639], [208, 667]]","[0.3345070422535211, 0.8515625]",111.0,"[0.5388026607538803, 0.5255427841634738]",172114.7076914613,333493.66279012134,149105.3536376953,0.5395164939412976,cyl
4917,"[[192, 386], [268, 478]]","[0.40669014084507044, 0.56640625]",334.0,"[0.5048215969509441, 0.5296808745607187]",9142983.7743384,8776975.883173604,14439668.538406372,-0.6352439528238015,cyl
9440,"[[205, 192], [315, 314]]","[0.4595070422535211, 0.3268229166666667]",427.0,"[0.504681058176821, 0.480043406366267]",33171555.834782153,35671918.60181534,41732389.97303606,-0.7398493707855984,cyl
795,"[[155, 357], [195, 391]]","[0.31338028169014087, 0.48828125]",118.0,"[0.5490105844454671, 0.5118778077268644]",322739.3807630942,463021.19444306724,293577.36308288574,0.6570398990461233,cyl
755,"[[158, 470], [189, 508]]","[0.3028169014084507, 0.6380208333333334]",115.0,"[0.4365894039735099, 0.5025641025641026]",185791.94037925475,182421.0066951002,330266.4737074102,-0.5960598158385217,cyl
1094,"[[164, 269], [201, 310]]","[0.3204225352112676, 0.3763020833333333]",120.0,"[0.4645193880496488, 0.4735570645077044]",378092.0663053845,418407.9624826411,521325.9999016629,-0.7177628288193928,cyl
986,"[[250, 512], [286, 555]]","[0.46830985915492956, 0.6953125]",147.0,"[0.4434232416068945, 0.5028208421245757]",362871.9115041814,325957.84029706434,569464.6552124023,-0.6235362831512034,cyl
241,"[[332, 89], [353, 105]]","[0.6073943661971831, 0.12630208333333334]",61.0,"[0.5769520935496039, 0.44764461801318034]",21404.1690163769,40679.8728953829,17740.568442450636,0.539436710305984,cyl
650,"[[339, 0], [398, 27]]","[0.6461267605633803, 0.010416666666666666]",150.0,"[0.4674358974358974, 0.30054945054945054]",140427.1656029929,560291.5801738262,74226.11219618029,0.2619724027682379,cyl
836,"[[353, 371], [394, 398]]","[0.6584507042253521, 0.5013020833333334]",110.0,"[0.5070915926179085, 0.5037593984962406]",229956.81484741787,451526.02435032686,190269.38162570578,0.5270981974805352,cyl
22902,"[[304, 105], [511, 352]]","[0.7235915492957746, 0.3138020833333333]",2219.0,"[0.5078348254107268, 0.5479038719199092]",355941210.4588309,312686602.0196268,508389934.8459908,-0.6512570671226854,cyl
60979,"[[190, 231], [533, 761]]","[0.6514084507042254, 0.671875]",4274.0,"[0.5445081374111908, 0.45711022817340347]",3903929439.5284457,3206927959.0122333,6130436417.668701,-0.606262072063301,cyl
11562,"[[431, 0], [561, 139]]","[0.8996478873239436, 0.0703125]",1249.0,"[0.6010236764509468, 0.3935553258988656]",53644039.96049726,84865560.09541817,49941165.11621094,0.6280471763384542,cyl
232,"[[459, 84], [491, 112]]","[0.8362676056338029, 0.13020833333333334]",169.0,"[0.5560606060606061, 0.4870689655172414]",65749.04012617371,104784.33026681194,68701.79926215284,0.6514959256446697,cyl
624,"[[0, 8], [31, 35]]","[0.02464788732394366, 0.026041666666666668]",105.0,"[0.44025440705128205, 0.4265682234432235]",92974.76753227702,169218.01993652093,116367.24609374952,0.6469388708442156,para
26727,"[[0, 100], [217, 383]]","[0.1426056338028169, 0.32421875]",3118.0,"[0.45302404452367495, 0.5005885950160526]",448789957.30520546,461570692.23821443,825600166.7916412,-0.5927496957866334,para
27615,"[[0, 424], [173, 761]]","[0.13732394366197184, 0.7903645833333334]",1551.0,"[0.44869541301956284, 0.5405977953082162]",456281404.56686455,208365289.18186328,1164507648.618926,-0.38104083477994977,para
351,"[[39, 9], [53, 37]]","[0.08098591549295775, 0.028645833333333332]",73.0,"[0.4830009496676163, 0.46497691325277535]",34097.66159587735,23079.40774399921,84560.12656656897,-0.4185658992807757,para
362,"[[60, 214], [85, 246]]","[0.13028169014084506, 0.3059895833333333]",219.0,"[0.4412996277915633, 0.36345307917888564]",70004.34046728288,93180.5525689345,108330.77623155374,-0.7315032795399055,para
2429,"[[90, 356], [155, 423]]","[0.2130281690140845, 0.51171875]",219.0,"[0.4673141459884976, 0.5370099048264839]",3080529.967367684,2898314.3677748987,3805241.1656036377,-0.7123214505563259,para
423,"[[96, 7], [120, 28]]","[0.19014084507042253, 0.0234375]",69.0,"[0.46250591016548465, 0.49537932516655925]",53203.70295994721,70824.335201349,62808.138610839844,0.7478017055517288,para
37008,"[[96, 1], [481, 192]]","[0.5316901408450704, 0.11979166666666667]",2594.0,"[0.5445132117519759, 0.500657831062934]",793942112.4020219,2163676315.3080397,494230603.4478223,0.3801820125783766,para
8440,"[[218, 676], [368, 761]]","[0.5123239436619719, 0.9440104166666666]",729.0,"[0.48330507047438526, 0.5725427365120406]",30639094.751487758,55533158.54998696,24100800.10397487,0.5484231014654788,para
610,"[[258, 715], [288, 756]]","[0.48063380281690143, 0.9635416666666666]",270.0,"[0.48718068245385043, 0.4002546105147261]",149679.2856147301,225124.65037938883,289213.70106336876,-0.6799460609880709,para
318,"[[299, 621], [335, 653]]","[0.5616197183098591, 0.8346354166666666]",121.0,"[0.5249155405405406, 0.5881628787878788]",125153.52008142602,146417.00024796676,125388.0760633679,0.7434903171988082,para
537,"[[359, 362], [387, 391]]","[0.6549295774647887, 0.4908854166666667]",93.0,"[0.4650356386052784, 0.4951582867783985]",117583.27759132921,119708.33688752246,140698.81414286286,-0.7408871600080031,para
270,"[[361, 501], [387, 539]]","[0.6549295774647887, 0.6744791666666666]",238.0,"[0.5029090393075067, 0.5047647116612634]",179413.73255941906,183819.43180916455,378543.3602905262,-0.5368001302149177,para
4444,"[[480, 131], [561, 211]]","[0.9154929577464789, 0.22005208333333334]",500.0,"[0.5075864679231, 0.5372032613779152]",3893692.6930934596,5233567.407458844,6304351.443574653,-0.7170754135061891,para
200572,"[[0, 0], [561, 761]]","[0.4788732394366197, 0.5286458333333334]",12260.0,"[0.5282992384670067, 0.45423822521685286]",20331291319.08282,24118483099.574734,33557995939.346508,-0.671347027451996,para
104001,"[[197, 1], [561, 658]]","[0.7341549295774648, 0.4752604166666667]",6830.0,"[0.534272203401889, 0.45351980881951304]",8210813131.054239,6675558607.153759,16391154500.126951,-0.5182754255030584,para
4639,"[[113, 286], [191, 374]]","[0.2676056338028169, 0.4309895833333333]",339.0,"[0.49958933750999374, 0.5106776692962208]",8580967.115115173,8760114.380678432,11399630.568208553,-0.7090957380928062,cyl
576,"[[168, 640], [208, 667]]","[0.3345070422535211, 0.8515625]",123.0,"[0.542259485094851, 0.503968253968254]",153983.09308978877,327419.0571315218,126596.69140625,0.4964758402386083,cyl
4619,"[[192, 387], [267, 477]]","[0.40492957746478875, 0.56640625]",357.0,"[0.5011964312165996, 0.531252899514428]",8255914.561083296,7858969.1285832105,13184264.68522644,-0.6294072988455818,cyl
9227,"[[206, 194], [314, 313]]","[0.4595070422535211, 0.3268229166666667]",476.0,"[0.5031494129215913, 0.47845543874860014]",30948312.796996504,33649068.2824933,38839613.88067421,-0.7435668873012341,cyl
1681,"[[231, 599], [287, 657]]","[0.45774647887323944, 0.8190104166666666]",161.0,"[0.5016750680985629, 0.5121346252734954]",1657276.8768247506,1685986.392035313,1798326.5857357385,-0.768458144428728,cyl
815,"[[298, 670], [334, 712]]","[0.5563380281690141, 0.9010416666666666]",122.0,"[0.4960371414359145, 0.5064631188471965]",244463.32133949525,323110.84383058787,454631.5019259953,-0.6540089705584149,cyl
503,"[[333, 1], [391, 21]]","[0.647887323943662, 0.010416666666666666]",147.0,"[0.5828494713878167, 0.3272984441301273]",111773.69542253517,653967.5552469746,36958.742296007,0.17379875448318116,cyl
625,"[[355, 30], [379, 61]]","[0.647887323943662, 0.05859375]",89.0,"[0.528448, 0.4683]",121007.8050726232,124674.13747272374,179240.5676422119,-0.6745189190964807,cyl
563,"[[365, 77], [392, 105]]","[0.6672535211267606, 0.11979166666666667]",85.0,"[0.5175716823141335, 0.5225087278740737]",107072.28138754402,134411.4199904532,156507.19365776915,-0.7339893002901579,cyl
5706,"[[392, 334], [483, 412]]","[0.7693661971830986, 0.4869791666666667]",285.0,"[0.48993431780429453, 0.5038600274195051]",9374287.858155444,14328715.858342728,11116777.936157387,0.7005635268554352,cyl
2879,"[[0, 1], [65, 50]]","[0.051056338028169015, 0.03125]",198.0,"[0.4456461102866105, 0.4624869746439736]",1885148.299020686,3375299.705536488,2054510.8740234375,0.6169207653028617,svar
26139,"[[0, 16], [234, 283]]","[0.20950704225352113, 0.17057291666666666]",2264.0,"[0.4987505989303428, 0.4279302286498124]",486552737.77038336,580967548.6474842,596701976.8650746,-0.7773142210122899,svar
1791,"[[10, 149], [63, 208]]","[0.06514084507042253, 0.23828125]",256.0,"[0.5170148781259892, 0.5480502136752137]",1744546.6506382045,1751166.9012596752,2384201.530517578,-0.6956581365544354,svar
1712,"[[227, 595], [288, 657]]","[0.45598591549295775, 0.8190104166666666]",178.0,"[0.5210657220379861, 0.5368268802848243]",2085318.9461194251,2110106.626413408,2232620.9657931793,-0.7707146640277298,cyl
857,"[[298, 670], [334, 714]]","[0.5563380281690141, 0.9010416666666666]",125.0,"[0.48891481913652274, 0.4943083106443667]",262226.27937940124,331404.43488395016,496855.6632215679,-0.6326021029943818,cyl
721,"[[321, 0], [401, 21]]","[0.6408450704225352, 0.009114583333333334]",211.0,"[0.536686015650417, 0.2998991299962174]",206895.03300139375,1501759.0879289836,52118.343751695706,0.13902449875545264,cyl
634,"[[355, 29], [380, 62]]","[0.647887323943662, 0.05859375]",90.0,"[0.5109196796893958, 0.46771200593802187]",130754.59143926049,127681.11247768308,200752.69229125977,-0.6491615562823295,cyl
566,"[[365, 76], [392, 105]]","[0.6672535211267606, 0.11979166666666667]",85.0,"[0.517226148409894, 0.5388692579505301]",115401.93916886738,134872.04440463195,175551.93462456623,-0.698167546267176,cyl
5795,"[[392, 333], [483, 412]]","[0.7693661971830986, 0.4869791666666667]",281.0,"[0.49229470683122634, 0.5082226056945643]",9771255.750976564,14672173.419891154,11747528.005934192,0.7111216306342916,cyl
2874,"[[0, 1], [65, 50]]","[0.051056338028169015, 0.03125]",199.0,"[0.4450770755572426, 0.4622059846903271]",1877982.2245818656,3361864.731235134,2048198.619140625,0.6171700397890321,svar
26031,"[[0, 16], [234, 281]]","[0.20950704225352113, 0.17057291666666666]",2261.0,"[0.4974866552539333, 0.42914216575922565]",478595610.37871546,574285077.9030043,586171385.8923024,-0.7791895308824832,svar
1784,"[[11, 149], [63, 208]]","[0.06690140845070422, 0.23828125]",255.0,"[0.5092415357660094, 0.5493916621935946]",1682135.958530479,1645148.4651730778,2379268.597640991,-0.6779766782198946,svar
291,"[[18, 541], [41, 572]]","[0.051056338028169015, 0.7252604166666666]",83.0,"[0.4629152348224513, 0.49753006872852235]",60126.46453886077,44009.628282458805,89099.80375671384,-0.6060298626396878,svar
1530,"[[89, 372], [133, 416]]","[0.1954225352112676, 0.51171875]",128.0,"[0.49620915032679735, 0.4737690631808279]",740164.1550533675,945281.5996640099,847960.1319885254,0.7525738174725853,svar
620,"[[172, 555], [217, 623]]","[0.3362676056338028, 0.7552083333333334]",196.0,"[0.4543607276480454, 0.3727260998580828]",485737.681246332,402979.209637225,647532.8464084202,-0.66209304053856,svar
3575,"[[178, 246], [235, 329]]","[0.36619718309859156, 0.3736979166666667]",210.0,"[0.5240414757656137, 0.4876956376956377]",4358720.804394075,3924323.4370164936,7387906.392454242,-0.5963027466018401,svar
768,"[[185, 11], [214, 45]]","[0.352112676056338, 0.036458333333333336]",93.0,"[0.49266493055555555, 0.48147321428571427]",177304.97835974177,200616.5572307082,273833.333333334,-0.683593092160381,svar
1681,"[[216, 41], [263, 90]]","[0.42077464788732394, 0.0859375]",139.0,"[0.4860574063057704, 0.5005710886377157]",1039986.1509270463,1119747.9014115478,1288942.1177368164,-0.7448152889930875,svar
8096,"[[223, 305], [323, 436]]","[0.48063380281690143, 0.4869791666666667]",514.0,"[0.4877619619400208, 0.5166895201866616]",26224808.189292654,24035595.704761367,47865647.083911076,-0.57216882811845,svar
1826,"[[257, 1], [308, 45]]","[0.4982394366197183, 0.02734375]",151.0,"[0.5009478473333895, 0.43846902762565415]",966861.1754648983,1502500.7767866035,950554.0293273926,0.6463787123993021,svar
422,"[[262, 190], [286, 253]]","[0.477112676056338, 0.29296875]",164.0,"[0.36876712328767125, 0.561287100456621]",160827.3245901188,44226.54281764537,683036.4532165527,-0.2332304974023815,svar
